activity_name,average_heart_rate,calories,distance,active_duration,start_time,pace,date
Walk,101.0,268,,2151000,12:32:34,,2024-05-15
Walk,106.0,301,,2253000,13:00:12,,2024-05-17
Walk,109.0,372,,2765000,14:55:25,,2024-05-17
Outdoor Bike,89.0,146,,2510000,20:46:20,,2024-05-19
Walk,106.0,308,,2304000,14:54:43,,2024-05-20
Walk,119.0,322,,2100000,16:34:35,,2024-05-20
Outdoor Bike,91.0,94,,1280000,19:04:50,,2024-05-21
Walk,104.0,296,,2150000,14:33:15,,2024-05-22
Walk,97.0,272,,2201000,16:16:30,,2024-05-22
Walk,103.0,306,,2304000,15:10:04,,2024-05-24
Walk,128.0,401,,2201000,16:41:23,,2024-05-24
Walk,132.0,165,,921000,07:52:01,,2024-05-25
Run,153.0,250,2.21,1141000,08:06:52,510.51682557863796,2024-05-25
Walk,107.0,308,,2252000,14:25:18,,2024-05-28
Walk,113.0,370,,2613000,16:18:48,,2024-05-28
Walk,108.0,507,,3739000,12:35:15,,2024-05-29
Walk,106.0,458,,3327000,11:53:38,,2024-05-30
Walk,107.0,280,,1996000,07:54:58,,2024-06-01
Walk,106.0,472,,3533000,09:35:39,,2024-06-01
Walk,104.0,274,,1947000,17:17:55,,2024-06-02
Walk,117.0,323,,2100000,18:57:49,,2024-06-02
Walk,100.0,282,,2253000,17:38:27,,2024-06-04
Walk,118.0,298,,1943000,19:19:09,,2024-06-04
Walk,108.0,318,,2304000,15:19:19,,2024-06-05
Walk,107.0,342,,2765000,16:52:22,,2024-06-05
Walk,131.0,431,,2714000,13:00:14,,2024-06-06
Walk,106.0,294,,2151000,11:26:23,,2024-06-07
Walk,114.0,264,,1946000,13:25:00,,2024-06-07
Run,161.0,322,2.94,1396000,10:49:07,470.1919838329404,2024-06-08
Walk,107.0,216,,1845000,09:20:50,,2023-08-25
Run,172.0,435,5.45,1899000,08:01:59,344.8125592391245,2023-08-26
Walk,93.0,299,,2970000,12:26:05,,2023-08-27
Walk,116.0,153,,1280000,10:10:18,,2023-08-28
Run,182.0,453,5.09,1841000,18:02:35,357.8641671250931,2023-08-31
Walk,106.0,278,,2151000,09:40:15,,2023-09-08
Walk,106.0,141,,1126000,11:26:58,,2023-09-08
Walk,105.0,435,,3840000,13:43:40,,2023-09-09
Walk,95.0,148,,1485000,07:36:45,,2023-09-12
Walk,103.0,268,,2356000,09:28:07,,2023-09-15
Walk,105.0,192,,1537000,09:53:35,,2023-09-23
Walk,100.0,103,,921000,10:41:24,,2023-09-23
Walk,104.0,176,,1484000,11:17:15,,2023-09-23
Walk,107.0,283,,2202000,12:53:41,,2023-09-23
Walk,104.0,276,,2202000,09:25:41,,2023-09-26
Walk,104.0,297,,2355000,11:08:07,,2023-09-26
Walk,104.0,434,,3738000,16:22:10,,2023-09-26
Walk,106.0,207,,1639000,17:52:37,,2023-09-26
Walk,108.0,265,,2048000,08:09:45,,2023-09-29
Walk,102.0,200,,1588000,09:50:26,,2023-09-29
Walk,113.0,272,,1945000,07:44:48,,2023-10-02
Walk,112.0,264,,1998000,09:39:09,,2023-10-02
Walk,110.0,297,,2254000,07:25:38,,2023-10-03
Walk,104.0,253,,2048000,09:09:47,,2023-10-03
Walk,109.0,293,,2305000,07:40:07,,2023-10-04
Walk,103.0,255,,2099000,09:34:30,,2023-10-04
Walk,111.0,261,,1996000,08:29:41,,2023-10-05
Walk,106.0,250,,1997000,10:53:03,,2023-10-05
Walk,106.0,259,,2052000,07:52:46,,2023-10-06
Walk,105.0,303,,2509000,09:41:12,,2023-10-06
Walk,108.0,262,,2050000,13:00:50,,2023-10-07
Walk,109.0,257,,1998000,14:37:19,,2023-10-07
Walk,99.0,496,,4354000,11:23:46,,2023-10-08
Walk,105.0,271,,2150000,08:10:45,,2023-10-09
Walk,112.0,296,,2202000,10:05:56,,2023-10-09
Walk,108.0,261,,2049000,10:06:38,,2023-10-10
Walk,113.0,279,,2100000,11:48:13,,2023-10-10
Walk,112.0,278,,2047000,08:17:13,,2023-10-11
Walk,106.0,269,,2099000,09:45:59,,2023-10-11
Walk,110.0,274,,1996000,11:53:15,,2023-10-18
Walk,109.0,277,,2098000,13:39:04,,2023-10-18
Walk,102.0,263,,2100000,11:24:53,,2023-10-19
Walk,114.0,281,,1997000,07:48:10,,2023-10-20
Walk,112.0,220,,1640000,09:14:23,,2023-10-20
Walk,101.0,281,,2305000,07:01:21,,2023-10-21
Run,143.0,282,3.47,1424000,10:29:12,406.8071636913179,2023-10-22
Walk,101.0,164,,1434000,11:20:50,,2023-10-22
Walk,97.0,98,,1024000,16:50:13,,2023-10-23
Walk,111.0,274,,2047000,08:51:08,,2023-10-24
Walk,111.0,358,,2765000,10:32:40,,2023-10-24
Walk,103.0,290,,2252000,09:03:56,,2023-10-25
Walk,112.0,318,,2357000,10:42:05,,2023-10-25
Walk,103.0,293,,2305000,07:03:43,,2023-10-26
Walk,103.0,263,,1998000,07:22:58,,2023-10-28
Walk,111.0,292,,2099000,09:12:14,,2023-10-28
Walk,105.0,258,,1942000,08:49:30,,2023-10-29
Walk,100.0,293,,2355000,10:26:47,,2023-10-29
Walk,103.0,275,,2151000,07:43:25,,2023-10-31
Walk,105.0,314,,2407000,09:43:46,,2023-10-31
Walk,106.0,282,,2150000,07:23:30,,2023-11-01
Walk,105.0,264,,2047000,08:58:13,,2023-11-01
Walk,100.0,264,,2151000,08:09:09,,2023-11-02
Walk,110.0,287,,2097000,09:46:27,,2023-11-02
Walk,105.0,266,,1997000,08:03:58,,2023-11-03
Walk,109.0,292,,2151000,09:47:13,,2023-11-03
Walk,106.0,272,,2101000,14:09:26,,2023-11-07
Walk,113.0,333,,2407000,15:49:20,,2023-11-07
Walk,114.0,295,,2099000,08:24:01,,2023-11-08
Walk,113.0,306,,2253000,10:14:07,,2023-11-08
Walk,103.0,272,,2150000,13:30:55,,2023-11-09
Walk,110.0,307,,2257000,15:20:55,,2023-11-09
Walk,104.0,264,,1998000,07:48:54,,2023-11-10
Walk,103.0,255,,2049000,09:30:29,,2023-11-10
Walk,110.0,278,,1996000,08:16:36,,2023-11-12
Walk,115.0,298,,1999000,10:02:25,,2023-11-12
Walk,115.0,310,,2202000,16:26:04,,2023-11-15
Walk,108.0,310,,2355000,18:16:09,,2023-11-15
Walk,96.0,259,,2099000,09:52:17,,2023-11-16
Walk,104.0,265,,2099000,11:32:07,,2023-11-16
Walk,103.0,297,,2304000,07:16:41,,2023-11-17
Walk,97.0,298,,2560000,08:52:16,,2023-11-17
Walk,109.0,270,,1997000,06:39:12,,2023-11-18
Walk,107.0,253,,1945000,08:22:28,,2023-11-18
Walk,108.0,282,,2100000,10:38:40,,2023-11-20
Walk,117.0,310,,2047000,12:27:56,,2023-11-20
Walk,106.0,266,,2099000,15:32:07,,2023-11-21
Walk,97.0,240,,2049000,17:47:48,,2023-11-21
Walk,105.0,277,,2202000,08:45:03,,2023-11-22
Walk,104.0,267,,2048000,10:56:19,,2024-06-11
Walk,103.0,333,,2663000,12:42:07,,2024-06-11
Walk,103.0,268,,1997000,14:49:21,,2024-06-13
Walk,107.0,344,,2511000,16:26:40,,2024-06-13
Walk,103.0,245,,1894000,07:02:23,,2024-06-15
Run,171.0,637,,2357000,07:58:43,,2024-06-15
Walk,105.0,184,,1382000,09:14:44,,2024-06-15
Walk,120.0,371,,2408000,10:58:53,,2024-06-15
Walk,115.0,437,,2867000,14:49:55,,2024-06-17
Walk,112.0,392,,2763000,16:43:24,,2024-06-17
Walk,105.0,288,,2150000,16:47:19,,2024-06-19
Walk,115.0,299,,2099000,18:47:38,,2024-06-19
Walk,110.0,314,,2202000,10:32:17,,2024-06-20
Walk,111.0,417,,2918000,12:15:33,,2024-06-20
Aerobic Workout,163.0,373,,1537000,15:28:59,,2024-06-21
Run,176.0,509,5.26,1922000,15:58:34,362.3755394625454,2024-06-28
Walk,137.0,278,,1384000,16:31:59,,2024-06-28
Elliptical,185.0,455,,1588000,07:24:54,,2024-06-29
Run,166.0,551,6.12,2233000,08:01:35,361.47308781869685,2024-06-29
Run,117.0,162,0.65,1195000,08:46:39,1823.1192884495094,2024-06-29
Walk,119.0,296,,2048000,08:57:27,,2024-07-01
Walk,128.0,314,,1690000,10:39:52,,2024-07-01
Walk,123.0,340,,2202000,12:10:56,,2024-07-02
Walk,125.0,442,,2816000,14:07:51,,2024-07-02
Run,154.0,570,5.3,2546000,11:51:03,475.6691315768824,2024-07-03
Walk,123.0,184,,1074000,12:35:44,,2024-07-03
Walk,111.0,302,,2049000,10:47:13,,2024-07-05
Weights,138.0,476,,2652000,11:24:08,,2024-07-05
Walk,104.0,270,,2357000,07:07:01,,2024-07-06
Run,165.0,480,5.33,1923000,08:00:22,357.3565649169885,2024-07-06
Walk,111.0,457,,3176000,08:47:46,,2024-07-06
Walk,108.0,317,,2254000,19:36:27,,2024-07-06
Walk,104.0,285,,2151000,16:45:03,,2024-07-07
Walk,100.0,302,,2408000,18:22:22,,2024-07-07
Walk,101.0,270,,2048000,10:58:23,,2024-07-09
Walk,108.0,392,,2816000,12:53:34,,2024-07-09
Walk,118.0,608,,4147000,11:55:32,,2024-07-10
Walk,110.0,351,,2304000,15:04:55,,2024-07-11
Walk,127.0,300,,1689000,17:04:26,,2024-07-11
Walk,100.0,305,2.38,2369000,16:05:35,987.4412807976224,2024-07-16
Walk,122.0,455,,2969000,17:45:03,,2024-07-16
Walk,102.0,312,,2305000,15:57:54,,2024-07-18
Walk,123.0,361,,2611000,17:47:07,,2024-07-18
Walk,98.0,296,,2304000,15:29:09,,2024-07-22
Walk,111.0,299,,2202000,17:21:48,,2024-07-22
Walk,100.0,295,,2305000,15:57:08,,2024-07-23
Walk,112.0,375,,3020000,17:16:30,,2024-07-23
Walk,113.0,301,,2100000,17:04:16,,2024-07-25
Walk,114.0,297,,2100000,18:45:50,,2024-07-25
Walk,111.0,460,,3021000,07:25:10,,2024-07-26
Walk,99.0,297,,2201000,15:36:42,,2024-07-26
Walk,106.0,226,,1740000,17:31:54,,2024-07-26
Run,151.0,418,4.96,1918000,08:01:16,383.0858987239125,2024-07-27
Walk,106.0,361,,2971000,09:19:57,,2024-07-27
Walk,101.0,300,,2048000,17:38:39,,2024-07-29
Walk,114.0,273,,2151000,19:17:39,,2024-07-29
Run,167.0,439,4.3,2099000,16:37:20,483.0562108049019,2024-07-30
Run,144.0,282,1.83,1547000,17:30:15,836.3021067028506,2024-07-30
Walk,107.0,230,,1588000,18:36:28,,2024-07-30
Walk,113.0,346,,2712000,20:06:06,,2024-07-30
Walk,,44,,2150000,16:22:03,,2024-08-01
Walk,108.0,315,,2507000,19:05:54,,2024-08-01
Walk,96.0,699,,5734000,15:34:01,,2024-08-02
Run,114.0,149,0.78,1121000,07:12:30,1415.4040404040404,2024-08-03
Run,187.0,534,4.65,1941000,08:01:57,413.414127645073,2024-08-03
Walk,117.0,240,,1637000,09:09:35,,2024-08-03
Walk,121.0,368,,2764000,09:43:43,,2024-08-03
Walk,115.0,294,,1998000,07:36:08,,2024-08-04
Sport,148.0,385,,2662000,08:35:02,,2024-08-04
Walk,122.0,313,,2303000,09:19:24,,2024-08-04
Walk,104.0,151,,1075000,16:27:14,,2024-08-06
Run,145.0,216,1.5,1308000,16:56:44,862.2906077566599,2024-08-06
Run,131.0,483,3.47,2770000,17:19:57,792.7672154981698,2024-08-06
Walk,123.0,143,,1073000,18:42:58,,2024-08-06
Walk,102.0,286,,1997000,15:37:38,,2024-08-07
Walk,111.0,328,,2404000,17:18:21,,2024-08-07
Walk,98.0,290,,2048000,16:35:30,,2024-08-08
Walk,119.0,388,,2919000,18:05:07,,2024-08-08
Walk,134.0,473,,2611000,07:01:36,,2024-08-10
Run,169.0,271,2.62,1028000,08:04:27,388.76073062814356,2024-08-10
Walk,110.0,385,,2868000,12:13:08,,2024-08-12
Walk,115.0,442,,3277000,14:13:28,,2024-08-12
Walk,103.0,278,,2099000,15:28:13,,2024-08-14
Walk,123.0,408,,3073000,17:20:02,,2024-08-14
Walk,101.0,281,,2049000,14:58:57,,2024-08-16
Run,182.0,477,3.67,1694000,17:19:34,456.782300359979,2024-08-16
Walk,128.0,433,,3175000,17:55:38,,2024-08-16
Run,140.0,456,4.57,2164000,08:05:16,469.33694228283406,2024-08-17
Walk,88.0,115,,921000,08:53:02,,2024-08-17
Walk,114.0,336,,2151000,13:48:59,,2024-08-19
Walk,122.0,390,,2810000,15:52:44,,2024-08-19
Run,155.0,1028,8.34,5018000,17:46:37,595.6351740493933,2024-08-20
Walk,103.0,285,,2509000,15:37:06,,2023-02-17
Weights,127.0,621,,3908000,18:01:19,,2023-02-17
Run,194.0,679,6.06,2333000,08:58:07,382.5643783861785,2023-02-18
Walk,114.0,304,,2206000,09:37:24,,2023-02-18
Weights,120.0,1042,,31899000,13:34:56,,2023-02-20
Walk,102.0,182,,1536000,08:19:26,,2023-02-21
Walk,112.0,125,,973000,11:47:39,,2023-02-21
Walk,97.0,186,,1741000,17:28:08,,2023-02-21
Walk,99.0,133,,1228000,15:17:10,,2023-02-22
Walk,107.0,187,,1382000,18:28:19,,2023-02-22
Walk,104.0,186,,1536000,15:05:52,,2023-02-23
Walk,101.0,188,,1535000,19:47:31,,2023-02-23
Walk,102.0,119,,1075000,19:15:01,,2023-02-24
Run,140.0,210,1.69,1032000,08:44:36,604.4950533326305,2023-02-25
Run,146.0,410,5.05,1943000,09:07:24,381.10668044901155,2023-02-25
Walk,104.0,232,,1894000,09:40:19,,2023-02-25
Run,177.0,820,7.01,3131000,08:47:00,441.96758151556344,2023-03-04
Walk,97.0,221,,2099000,09:39:36,,2023-03-04
Walk,109.0,215,,1688000,15:47:04,,2023-03-08
Walk,95.0,148,,1327000,20:09:53,,2023-03-08
Walk,136.0,132,,1383000,09:00:36,,2023-03-09
Walk,110.0,241,,1843000,08:33:22,,2023-03-11
Run,196.0,528,5.14,1839000,09:06:10,354.1626143710292,2023-03-11
Walk,103.0,226,,1894000,09:55:16,,2023-03-11
Weights,64.0,1703,,49917000,17:47:56,,2023-03-12
Walk,99.0,225,,2100000,16:11:02,,2023-03-13
Run,192.0,666,6.12,2343000,09:00:34,379.24035389291925,2023-03-18
Walk,95.0,160,,1536000,10:07:10,,2023-03-18
Walk,105.0,203,,1690000,07:45:33,,2023-03-20
Walk,95.0,236,,2458000,15:05:52,,2023-03-20
Walk,92.0,196,,1997000,16:15:00,,2023-03-20
Run,159.0,533,5.0,2363000,08:02:34,468.06630972401325,2023-06-17
Walk,104.0,141,,1178000,09:04:26,,2023-06-17
Run,,1856,3.53,74939000,14:13:18,21024.59073884439,2023-06-25
Run,,476,5.15,2432000,11:13:14,468.35070069655615,2023-06-26
Walk,101.0,288,,2509000,12:50:33,,2023-06-29
Walk,95.0,123,,1382000,17:57:49,,2023-06-29
Walk,103.0,526,,4705000,13:06:41,,2023-07-01
Walk,104.0,379,,3071000,14:49:49,,2023-07-02
Walk,104.0,261,,2150000,18:07:47,,2023-07-02
Walk,102.0,353,,3226000,11:43:52,,2023-07-03
Treadmill,159.0,216,2.74,995000,13:34:42,,2023-07-03
Walk,99.0,108,,973000,14:41:22,,2023-07-03
Walk,98.0,183,,1637000,17:38:02,,2023-07-03
Walk,113.0,141,,973000,16:45:50,,2023-07-04
Run,196.0,451,5.0,1721000,17:03:16,341.2752709281458,2023-07-04
Walk,106.0,157,,1280000,18:00:06,,2023-07-04
Walk,105.0,273,,2202000,08:56:43,,2023-07-05
Walk,106.0,323,,2611000,11:30:47,,2023-07-06
Walk,103.0,126,,1075000,15:42:21,,2023-07-07
Walk,102.0,127,,1023000,16:23:19,,2023-07-07
Weights,123.0,429,,3078000,10:46:06,,2023-07-11
Run,166.0,253,,1076000,11:34:27,,2023-07-11
Run,160.0,543,,2253000,16:54:27,,2023-07-11
Walk,103.0,138,,1177000,17:36:16,,2023-07-11
Weights,123.0,377,,2838000,16:41:29,,2023-07-14
Walk,108.0,224,,1742000,18:11:26,,2023-07-14
Walk,93.0,142,,1484000,11:41:57,,2023-07-17
Weights,113.0,352,,3273000,12:07:07,,2023-07-17
Walk,101.0,115,,1024000,15:14:47,,2023-07-19
Walk,97.0,157,,1433000,10:29:50,,2023-07-21
Weights,120.0,319,,2344000,08:21:57,,2023-07-24
Walk,97.0,179,,1690000,09:05:35,,2023-07-24
Walk,106.0,176,,1383000,09:48:15,,2023-07-24
Walk,106.0,148,,1332000,12:51:37,,2023-07-26
Weights,121.0,427,,3257000,13:19:00,,2023-07-26
Run,172.0,281,3.25,1176000,14:13:37,357.30779514353077,2023-07-26
Walk,94.0,314,,3123000,15:37:14,,2023-07-26
Weights,131.0,424,,2748000,10:08:21,,2023-07-28
Treadmill,150.0,273,3.59,1387000,11:00:20,,2023-07-28
Walk,123.0,156,,1075000,11:39:02,,2023-07-28
Run,190.0,546,,1997000,08:03:05,,2023-07-29
Weights,115.0,292,,2699000,15:49:13,,2023-07-30
Weights,132.0,423,,2889000,15:27:44,,2023-08-01
Walk,103.0,137,,1178000,18:04:16,,2023-08-01
Weights,123.0,291,,2127000,14:25:47,,2023-08-03
Weights,126.0,336,,2450000,12:18:08,,2023-08-05
Run,154.0,224,,1076000,12:59:59,,2023-08-05
Walk,113.0,201,,1536000,13:25:36,,2023-08-05
Walk,110.0,281,,2151000,07:15:57,,2023-08-06
Weights,121.0,475,,3887000,07:53:31,,2023-08-06
Walk,103.0,130,,1126000,09:30:50,,2023-08-06
Weights,114.0,1039,,17584000,11:01:53,,2023-08-14
Weights,57.0,67,,3191000,06:08:20,,2023-08-15
Walk,104.0,160,,1485000,11:16:55,,2023-08-15
Walk,102.0,243,,2099000,13:40:40,,2023-08-16
Walk,99.0,152,,1485000,07:44:00,,2023-08-18
Walk,118.0,209,,1536000,09:28:09,,2023-08-18
Run,157.0,399,5.05,1933000,08:01:18,379.3714562721897,2023-08-19
Walk,109.0,141,,1075000,08:35:51,,2023-08-19
Walk,115.0,318,,2355000,11:46:36,,2023-08-20
Walk,95.0,148,,1536000,07:55:00,,2023-08-21
Walk,111.0,283,,2099000,10:35:10,,2023-11-22
Walk,106.0,258,,1997000,08:48:31,,2023-11-23
Walk,105.0,270,,2203000,08:59:10,,2023-11-25
Walk,103.0,320,,2662000,10:37:21,,2023-11-25
Walk,101.0,262,,1946000,12:09:58,,2023-11-26
Walk,110.0,295,,2151000,13:48:57,,2023-11-26
Walk,104.0,271,,2049000,07:35:55,,2023-11-27
Walk,107.0,276,,2100000,09:11:32,,2023-11-27
Walk,107.0,287,,2048000,06:43:19,,2023-11-29
Walk,103.0,278,,2100000,08:36:51,,2023-11-29
Walk,112.0,308,,2202000,15:00:47,,2023-11-30
Walk,111.0,290,,2254000,16:38:05,,2023-11-30
Walk,109.0,272,,2048000,09:44:20,,2023-12-01
Walk,113.0,326,,2151000,11:27:36,,2023-12-01
Walk,127.0,397,,2354000,10:30:25,,2023-12-03
Walk,115.0,334,,2304000,12:28:11,,2023-12-03
Walk,102.0,263,,2098000,11:19:59,,2023-12-05
Walk,117.0,294,,1997000,13:04:05,,2023-12-05
Walk,100.0,276,,2252000,13:13:37,,2023-12-06
Walk,107.0,351,,2662000,15:12:15,,2023-12-06
Walk,103.0,304,,2459000,08:57:27,,2023-12-07
Walk,106.0,313,,2458000,10:21:06,,2023-12-07
Walk,96.0,266,,2099000,10:07:21,,2023-12-09
Walk,103.0,258,,1997000,11:57:28,,2023-12-09
Walk,102.0,247,,1895000,08:28:22,,2023-12-10
Walk,109.0,276,,1945000,10:03:57,,2023-12-10
Walk,70.0,267,,2253000,15:58:16,,2023-12-12
Walk,109.0,336,,2407000,17:37:17,,2023-12-12
Walk,105.0,289,,2253000,16:28:19,,2023-12-14
Walk,102.0,295,,2356000,18:14:58,,2023-12-14
Walk,115.0,342,,2306000,09:02:28,,2023-12-15
Walk,116.0,293,,1997000,10:47:28,,2023-12-15
Walk,101.0,271,,2253000,10:11:20,,2023-12-23
Walk,102.0,328,,2970000,12:14:15,,2023-12-23
Walk,106.0,276,,2102000,08:03:19,,2023-12-24
Walk,104.0,282,,2254000,09:49:12,,2023-12-24
Walk,113.0,261,,1894000,08:14:12,,2023-12-27
Walk,109.0,254,,1946000,10:05:10,,2023-12-27
Walk,107.0,189,,1486000,09:08:10,,2023-12-28
Walk,94.0,247,,1946000,10:49:47,,2023-12-28
Walk,107.0,260,,1896000,07:30:53,,2023-12-30
Walk,105.0,263,,2048000,08:57:06,,2023-12-30
Walk,85.0,267,,2100000,15:16:58,,2023-12-31
Walk,100.0,270,,2150000,16:56:52,,2023-12-31
Walk,110.0,289,,2151000,10:47:21,,2024-01-01
Walk,108.0,265,,1896000,12:46:51,,2024-01-01
Walk,108.0,282,,2151000,16:01:33,,2024-01-03
Walk,104.0,299,,2304000,17:44:50,,2024-01-03
Walk,104.0,277,,2152000,17:25:21,,2024-01-04
Walk,111.0,310,,2201000,19:18:00,,2024-01-04
Walk,112.0,318,,2201000,13:36:47,,2024-01-05
Walk,106.0,261,,1947000,15:24:17,,2024-01-05
Walk,107.0,277,,2100000,17:35:17,,2024-01-07
Walk,128.0,349,,2101000,19:24:34,,2024-01-07
Walk,112.0,289,,2048000,17:36:20,,2024-01-08
Walk,104.0,276,,2100000,19:23:02,,2024-01-08
Walk,104.0,297,,2253000,12:24:39,,2024-01-10
Walk,106.0,284,,2203000,14:21:04,,2024-01-10
Walk,106.0,315,,2356000,16:24:58,,2024-01-11
Walk,109.0,320,,2303000,18:11:41,,2024-01-11
Walk,108.0,301,,2150000,07:10:23,,2024-01-13
Walk,95.0,257,,2047000,09:07:18,,2024-01-13
Walk,115.0,339,,2303000,11:59:16,,2024-01-14
Walk,109.0,272,,1996000,13:51:03,,2024-01-14
Walk,109.0,284,,2047000,11:14:53,,2024-01-15
Walk,106.0,268,,1997000,13:05:50,,2024-01-15
Walk,109.0,338,,2457000,09:29:41,,2024-01-17
Walk,105.0,116,,923000,12:04:11,,2024-01-17
Walk,110.0,162,,1545000,09:43:32,,2024-01-20
Walk,116.0,350,,2355000,11:32:03,,2024-01-20
Walk,105.0,286,,2203000,07:39:06,,2024-01-21
Walk,104.0,271,,2048000,09:30:57,,2024-01-21
Walk,111.0,314,,2253000,11:39:20,,2024-02-25
Walk,128.0,349,,2048000,13:32:50,,2024-02-25
Walk,103.0,299,,2359000,17:20:08,,2024-02-27
Walk,125.0,409,,2561000,19:07:43,,2024-02-27
Walk,110.0,321,,2357000,17:51:52,,2024-03-01
Walk,104.0,285,,2254000,19:34:19,,2024-03-01
Walk,106.0,236,,1844000,10:07:31,,2024-03-02
Walk,128.0,394,,2407000,12:16:22,,2024-03-02
Walk,126.0,329,,2048000,19:19:13,,2024-03-06
Walk,101.0,277,,2203000,20:56:30,,2024-03-06
Walk,115.0,325,,2407000,17:52:12,,2024-03-07
Walk,126.0,387,,2409000,19:15:50,,2024-03-07
Walk,108.0,282,,2151000,17:13:59,,2024-03-08
Walk,101.0,287,,2408000,19:04:05,,2024-03-08
Walk,119.0,358,,2407000,16:09:25,,2024-03-11
Walk,121.0,357,,2252000,18:09:48,,2024-03-11
Walk,117.0,305,,2149000,14:42:38,,2024-03-15
Walk,127.0,409,,2559000,16:28:28,,2024-03-15
Walk,108.0,307,,2355000,13:46:58,,2024-03-16
Walk,107.0,282,,2199000,15:45:37,,2024-03-16
Walk,115.0,288,,2048000,12:04:23,,2024-03-17
Walk,109.0,401,,3278000,14:07:17,,2024-03-17
Walk,111.0,288,,2152000,18:11:09,,2024-03-18
Walk,107.0,249,,2202000,20:03:00,,2024-03-18
Walk,115.0,294,,2099000,18:25:07,,2024-03-20
Walk,125.0,391,,2510000,20:30:36,,2024-03-20
Walk,108.0,261,,1999000,18:28:40,,2024-03-21
Walk,106.0,293,,2507000,20:05:09,,2024-03-21
