date,start_time,asin,total_reading_minutes,image,number_of_page_flips
2024-05-01,20:51:45,B019CGXTP0,32,https://images.amazon.com/images/P/B019CGXTP0.jpg,22.0
2024-05-04,21:44:12,B019CGXTP0,21,https://images.amazon.com/images/P/B019CGXTP0.jpg,16.0
2024-05-06,17:19:35,B019CGXTP0,36,https://images.amazon.com/images/P/B019CGXTP0.jpg,26.0
2024-05-07,21:46:00,B019CGXTP0,19,https://images.amazon.com/images/P/B019CGXTP0.jpg,16.0
2024-05-08,20:15:55,B019CGXTP0,21,https://images.amazon.com/images/P/B019CGXTP0.jpg,39.0
2023-09-26,21:31:15,B01BKS2X0K,17,https://images.amazon.com/images/P/B01BKS2X0K.jpg,25.0
2023-10-01,17:20:06,B01BKS2X0K,26,https://images.amazon.com/images/P/B01BKS2X0K.jpg,37.0
2025-02-23,21:19:25,B01BKS2X0K,38,https://images.amazon.com/images/P/B01BKS2X0K.jpg,46.0
2025-02-24,21:08:07,B01BKS2X0K,59,https://images.amazon.com/images/P/B01BKS2X0K.jpg,64.0
2025-02-25,21:56:41,B01BKS2X0K,23,https://images.amazon.com/images/P/B01BKS2X0K.jpg,20.0
2025-02-26,20:43:26,B01BKS2X0K,55,https://images.amazon.com/images/P/B01BKS2X0K.jpg,75.0
2025-02-27,20:57:19,B01BKS2X0K,60,https://images.amazon.com/images/P/B01BKS2X0K.jpg,66.0
2025-02-28,22:59:57,B01BKS2X0K,17,https://images.amazon.com/images/P/B01BKS2X0K.jpg,21.0
2025-03-01,22:32:51,B01BKS2X0K,35,https://images.amazon.com/images/P/B01BKS2X0K.jpg,46.0
2025-03-02,09:35:13,B01BKS2X0K,70,https://images.amazon.com/images/P/B01BKS2X0K.jpg,84.0
2025-03-03,21:50:53,B01BKS2X0K,27,https://images.amazon.com/images/P/B01BKS2X0K.jpg,41.0
2025-03-04,22:50:40,B01BKS2X0K,16,https://images.amazon.com/images/P/B01BKS2X0K.jpg,16.0
2025-03-05,21:37:55,B01BKS2X0K,52,https://images.amazon.com/images/P/B01BKS2X0K.jpg,56.0
2025-03-06,00:11:29,B01BKS2X0K,40,https://images.amazon.com/images/P/B01BKS2X0K.jpg,37.0
2025-03-07,19:14:53,B01BKS2X0K,18,https://images.amazon.com/images/P/B01BKS2X0K.jpg,11.0
2025-03-08,12:31:01,B01BKS2X0K,65,https://images.amazon.com/images/P/B01BKS2X0K.jpg,97.0
2025-03-09,07:17:23,B01BKS2X0K,59,https://images.amazon.com/images/P/B01BKS2X0K.jpg,64.0
2024-12-13,15:52:46,B01GNJ5RWM,33,https://images.amazon.com/images/P/B01GNJ5RWM.jpg,34.0
2024-12-14,14:45:58,B01GNJ5RWM,150,https://images.amazon.com/images/P/B01GNJ5RWM.jpg,139.0
2024-12-16,22:00:07,B01GNJ5RWM,95,https://images.amazon.com/images/P/B01GNJ5RWM.jpg,80.0
2024-05-27,21:29:56,B01N5AX61W,20,https://images.amazon.com/images/P/B01N5AX61W.jpg,24.0
2024-05-28,23:04:36,B01N5AX61W,15,https://images.amazon.com/images/P/B01N5AX61W.jpg,16.0
2024-05-29,23:17:47,B01N5AX61W,23,https://images.amazon.com/images/P/B01N5AX61W.jpg,18.0
2024-05-31,21:37:50,B01N5AX61W,17,https://images.amazon.com/images/P/B01N5AX61W.jpg,30.0
2024-10-24,22:14:18,B01N5AX61W,28,https://images.amazon.com/images/P/B01N5AX61W.jpg,38.0
2024-12-10,20:37:55,B01N5AX61W,66,https://images.amazon.com/images/P/B01N5AX61W.jpg,82.0
2024-12-11,22:01:38,B01N5AX61W,55,https://images.amazon.com/images/P/B01N5AX61W.jpg,74.0
2024-12-12,21:25:41,B01N5AX61W,41,https://images.amazon.com/images/P/B01N5AX61W.jpg,41.0
2022-01-17,00:53:53,B06XCS5CY8,59,https://images.amazon.com/images/P/B06XCS5CY8.jpg,84.0
2023-05-13,22:40:42,B0752ZLG34,15,https://images.amazon.com/images/P/B0752ZLG34.jpg,13.0
2023-03-22,14:17:47,B077G8FXDP,22,https://images.amazon.com/images/P/B077G8FXDP.jpg,48.0
2022-01-29,08:14:08,B07B3LLRSH,41,https://images.amazon.com/images/P/B07B3LLRSH.jpg,39.0
2025-03-27,22:31:41,B07B5WBFLT,21,https://images.amazon.com/images/P/B07B5WBFLT.jpg,23.0
2025-03-28,21:49:32,B07B5WBFLT,23,https://images.amazon.com/images/P/B07B5WBFLT.jpg,25.0
2025-03-29,12:41:21,B07B5WBFLT,294,https://images.amazon.com/images/P/B07B5WBFLT.jpg,297.0
2025-03-30,22:02:10,B07B5WBFLT,27,https://images.amazon.com/images/P/B07B5WBFLT.jpg,35.0
2025-03-31,07:05:40,B07B5WBFLT,135,https://images.amazon.com/images/P/B07B5WBFLT.jpg,165.0
2025-04-28,22:02:47,B07B5X9WTZ,31,https://images.amazon.com/images/P/B07B5X9WTZ.jpg,24.0
2025-04-29,00:08:03,B07B5X9WTZ,85,https://images.amazon.com/images/P/B07B5X9WTZ.jpg,84.0
2025-04-30,22:23:32,B07B5X9WTZ,21,https://images.amazon.com/images/P/B07B5X9WTZ.jpg,36.0
2025-05-01,06:30:19,B07B5X9WTZ,98,https://images.amazon.com/images/P/B07B5X9WTZ.jpg,104.0
2021-11-13,18:10:41,B07B5ZQN2C,100,https://images.amazon.com/images/P/B07B5ZQN2C.jpg,72.0
2021-11-14,13:15:46,B07B5ZQN2C,82,https://images.amazon.com/images/P/B07B5ZQN2C.jpg,41.0
2021-11-15,20:40:23,B07B5ZQN2C,48,https://images.amazon.com/images/P/B07B5ZQN2C.jpg,50.0
2021-11-17,20:37:36,B07B5ZQN2C,21,https://images.amazon.com/images/P/B07B5ZQN2C.jpg,48.0
2021-11-18,21:54:45,B07B5ZQN2C,18,https://images.amazon.com/images/P/B07B5ZQN2C.jpg,10.0
2021-11-21,21:32:58,B07B5ZQN2C,25,https://images.amazon.com/images/P/B07B5ZQN2C.jpg,43.0
2021-11-30,22:24:57,B07B5ZQN2C,72,https://images.amazon.com/images/P/B07B5ZQN2C.jpg,118.0
2021-12-13,22:01:32,B07B5ZQN2C,17,https://images.amazon.com/images/P/B07B5ZQN2C.jpg,22.0
2021-12-27,21:37:10,B07B5ZQN2C,126,https://images.amazon.com/images/P/B07B5ZQN2C.jpg,182.0
2021-12-28,09:10:42,B07B5ZQN2C,150,https://images.amazon.com/images/P/B07B5ZQN2C.jpg,233.0
2025-03-31,17:35:27,B07B64BHFS,27,https://images.amazon.com/images/P/B07B64BHFS.jpg,27.0
2025-04-01,21:21:03,B07B64BHFS,23,https://images.amazon.com/images/P/B07B64BHFS.jpg,25.0
2025-04-02,20:34:50,B07B64BHFS,39,https://images.amazon.com/images/P/B07B64BHFS.jpg,50.0
2025-04-03,22:16:44,B07B64BHFS,21,https://images.amazon.com/images/P/B07B64BHFS.jpg,24.0
2025-04-04,20:53:50,B07B64BHFS,53,https://images.amazon.com/images/P/B07B64BHFS.jpg,70.0
2025-04-05,21:17:01,B07B64BHFS,29,https://images.amazon.com/images/P/B07B64BHFS.jpg,29.0
2025-04-06,17:45:10,B07B64BHFS,175,https://images.amazon.com/images/P/B07B64BHFS.jpg,189.0
2025-04-07,18:43:07,B07B64BHFS,142,https://images.amazon.com/images/P/B07B64BHFS.jpg,148.0
2021-07-10,21:58:50,B07CS9MZMG,26,https://images.amazon.com/images/P/B07CS9MZMG.jpg,48.0
2021-07-12,10:53:39,B07CS9MZMG,42,https://images.amazon.com/images/P/B07CS9MZMG.jpg,82.0
2022-01-03,10:47:26,B07D1G6DTF,129,https://images.amazon.com/images/P/B07D1G6DTF.jpg,186.0
2023-10-01,20:43:09,B07D1G6DTF,24,https://images.amazon.com/images/P/B07D1G6DTF.jpg,38.0
2023-10-02,02:32:28,B07D1G6DTF,208,https://images.amazon.com/images/P/B07D1G6DTF.jpg,215.0
2024-12-17,21:52:58,B07D1G6DTF,53,https://images.amazon.com/images/P/B07D1G6DTF.jpg,41.0
2024-12-18,22:03:56,B07D1G6DTF,63,https://images.amazon.com/images/P/B07D1G6DTF.jpg,77.0
2024-12-20,00:02:22,B07D1G6DTF,28,https://images.amazon.com/images/P/B07D1G6DTF.jpg,64.0
2024-12-21,01:16:31,B07D1G6DTF,30,https://images.amazon.com/images/P/B07D1G6DTF.jpg,60.0
2025-02-09,21:12:40,B07VRS84D1,16,https://images.amazon.com/images/P/B07VRS84D1.jpg,33.0
2025-02-10,21:17:13,B07VRS84D1,46,https://images.amazon.com/images/P/B07VRS84D1.jpg,98.0
2025-02-11,21:56:54,B07VRS84D1,60,https://images.amazon.com/images/P/B07VRS84D1.jpg,135.0
2025-02-12,21:27:10,B07VRS84D1,73,https://images.amazon.com/images/P/B07VRS84D1.jpg,130.0
2025-02-14,23:00:25,B07VRS84D1,25,https://images.amazon.com/images/P/B07VRS84D1.jpg,58.0
2025-02-15,22:01:53,B07VRS84D1,41,https://images.amazon.com/images/P/B07VRS84D1.jpg,115.0
2025-02-16,21:51:05,B07VRS84D1,36,https://images.amazon.com/images/P/B07VRS84D1.jpg,94.0
2025-02-17,11:50:25,B07VRS84D1,130,https://images.amazon.com/images/P/B07VRS84D1.jpg,328.0
2025-02-19,21:59:08,B07VRS84D1,44,https://images.amazon.com/images/P/B07VRS84D1.jpg,82.0
2025-02-20,22:26:07,B07VRS84D1,30,https://images.amazon.com/images/P/B07VRS84D1.jpg,84.0
2023-09-03,20:50:21,B07W9LYXD9,16,https://images.amazon.com/images/P/B07W9LYXD9.jpg,56.0
2023-09-08,19:13:48,B07W9LYXD9,57,https://images.amazon.com/images/P/B07W9LYXD9.jpg,9.0
2023-09-09,20:54:53,B07W9LYXD9,75,https://images.amazon.com/images/P/B07W9LYXD9.jpg,97.0
2023-09-10,19:19:23,B07W9LYXD9,45,https://images.amazon.com/images/P/B07W9LYXD9.jpg,39.0
2024-02-15,23:43:36,B07ZH244RZ,21,https://images.amazon.com/images/P/B07ZH244RZ.jpg,28.0
2024-02-16,05:35:19,B07ZH244RZ,17,https://images.amazon.com/images/P/B07ZH244RZ.jpg,15.0
2023-10-03,00:27:23,B0863CKDFQ,73,https://images.amazon.com/images/P/B0863CKDFQ.jpg,68.0
2023-10-05,13:41:01,B0863CKDFQ,82,https://images.amazon.com/images/P/B0863CKDFQ.jpg,99.0
2023-10-06,20:48:55,B0863CKDFQ,20,https://images.amazon.com/images/P/B0863CKDFQ.jpg,19.0
2023-10-07,06:31:39,B0863CKDFQ,202,https://images.amazon.com/images/P/B0863CKDFQ.jpg,189.0
2023-05-04,21:29:15,B08CZX8334,40,https://images.amazon.com/images/P/B08CZX8334.jpg,41.0
2023-05-06,22:16:55,B08CZX8334,62,https://images.amazon.com/images/P/B08CZX8334.jpg,52.0
2023-05-07,07:49:11,B08CZX8334,96,https://images.amazon.com/images/P/B08CZX8334.jpg,81.0
2024-11-02,20:56:29,B08FFJS3YW,90,https://images.amazon.com/images/P/B08FFJS3YW.jpg,119.0
2024-11-03,18:16:48,B08FFJS3YW,37,https://images.amazon.com/images/P/B08FFJS3YW.jpg,43.0
2024-11-04,20:29:27,B08FFJS3YW,126,https://images.amazon.com/images/P/B08FFJS3YW.jpg,130.0
2024-11-05,18:05:55,B08FFJS3YW,114,https://images.amazon.com/images/P/B08FFJS3YW.jpg,132.0
2024-11-06,13:22:31,B08FFJS3YW,72,https://images.amazon.com/images/P/B08FFJS3YW.jpg,86.0
2024-11-07,21:08:56,B08FFJS3YW,100,https://images.amazon.com/images/P/B08FFJS3YW.jpg,114.0
2024-11-08,21:45:47,B08FFJS3YW,131,https://images.amazon.com/images/P/B08FFJS3YW.jpg,107.0
2024-11-09,07:34:21,B08FFJS3YW,62,https://images.amazon.com/images/P/B08FFJS3YW.jpg,76.0
2024-11-10,11:53:36,B08FFJS3YW,49,https://images.amazon.com/images/P/B08FFJS3YW.jpg,60.0
2022-03-29,16:45:52,B08JV3W3VC,90,https://images.amazon.com/images/P/B08JV3W3VC.jpg,149.0
2022-04-02,18:59:19,B08JV3W3VC,15,https://images.amazon.com/images/P/B08JV3W3VC.jpg,8.0
2022-04-06,19:42:10,B08JV3W3VC,53,https://images.amazon.com/images/P/B08JV3W3VC.jpg,81.0
2022-04-07,06:08:48,B08JV3W3VC,48,https://images.amazon.com/images/P/B08JV3W3VC.jpg,52.0
2023-12-03,22:54:01,B08JV3W3VC,18,https://images.amazon.com/images/P/B08JV3W3VC.jpg,24.0
2024-12-09,23:09:56,B08NDJC2YK,15,https://images.amazon.com/images/P/B08NDJC2YK.jpg,15.0
2024-10-24,22:55:44,B08SGJ9WHG,17,https://images.amazon.com/images/P/B08SGJ9WHG.jpg,19.0
2025-03-09,22:07:47,B08WGSM9CJ,16,https://images.amazon.com/images/P/B08WGSM9CJ.jpg,124.0
2025-03-10,21:36:38,B08WGSM9CJ,34,https://images.amazon.com/images/P/B08WGSM9CJ.jpg,50.0
2025-03-11,21:22:24,B08WGSM9CJ,31,https://images.amazon.com/images/P/B08WGSM9CJ.jpg,71.0
2025-03-09,21:40:34,B0964WZL57,18,https://images.amazon.com/images/P/B0964WZL57.jpg,150.0
2024-06-12,00:35:27,B0BPCK4XW9,52,https://images.amazon.com/images/P/B0BPCK4XW9.jpg,75.0
2024-06-20,21:44:38,B0BPCK4XW9,33,https://images.amazon.com/images/P/B0BPCK4XW9.jpg,20.0
2024-06-23,06:36:59,B0BPCK4XW9,16,https://images.amazon.com/images/P/B0BPCK4XW9.jpg,17.0
2024-07-04,17:38:32,B0BPCK4XW9,63,https://images.amazon.com/images/P/B0BPCK4XW9.jpg,68.0
2024-08-07,20:33:11,B0BPCK4XW9,37,https://images.amazon.com/images/P/B0BPCK4XW9.jpg,28.0
2024-08-23,22:09:37,B0BPCK4XW9,30,https://images.amazon.com/images/P/B0BPCK4XW9.jpg,28.0
2024-05-08,20:44:00,B0BPCM5BL1,18,https://images.amazon.com/images/P/B0BPCM5BL1.jpg,28.0
2024-05-09,14:17:56,B0BPCM5BL1,121,https://images.amazon.com/images/P/B0BPCM5BL1.jpg,97.0
2024-05-10,21:38:00,B0BPCM5BL1,26,https://images.amazon.com/images/P/B0BPCM5BL1.jpg,18.0
2024-05-13,22:49:18,B0BPCM5BL1,22,https://images.amazon.com/images/P/B0BPCM5BL1.jpg,32.0
2024-05-14,16:28:40,B0BPCM5BL1,200,https://images.amazon.com/images/P/B0BPCM5BL1.jpg,128.0
2024-05-15,14:23:22,B0BPCM5BL1,79,https://images.amazon.com/images/P/B0BPCM5BL1.jpg,49.0
2024-05-17,20:00:40,B0BPCM5BL1,53,https://images.amazon.com/images/P/B0BPCM5BL1.jpg,40.0
2024-05-20,18:35:29,B0BPCM5BL1,28,https://images.amazon.com/images/P/B0BPCM5BL1.jpg,30.0
2024-05-21,20:29:09,B0BPCM5BL1,41,https://images.amazon.com/images/P/B0BPCM5BL1.jpg,35.0
2024-05-23,13:16:29,B0BPCM5BL1,51,https://images.amazon.com/images/P/B0BPCM5BL1.jpg,56.0
2024-05-24,12:53:36,B0BPCM5BL1,74,https://images.amazon.com/images/P/B0BPCM5BL1.jpg,65.0
2024-05-25,12:17:03,B0BPCM5BL1,95,https://images.amazon.com/images/P/B0BPCM5BL1.jpg,68.0
2024-05-26,22:13:19,B0BPCM5BL1,32,https://images.amazon.com/images/P/B0BPCM5BL1.jpg,35.0
2024-10-25,20:16:03,B0BS37DHM3,69,https://images.amazon.com/images/P/B0BS37DHM3.jpg,72.0
2024-10-26,17:50:09,B0BS37DHM3,112,https://images.amazon.com/images/P/B0BS37DHM3.jpg,120.0
2024-10-27,21:13:30,B0BS37DHM3,57,https://images.amazon.com/images/P/B0BS37DHM3.jpg,69.0
2024-10-28,22:30:54,B0BS37DHM3,58,https://images.amazon.com/images/P/B0BS37DHM3.jpg,61.0
2024-10-30,02:01:18,B0BS37DHM3,68,https://images.amazon.com/images/P/B0BS37DHM3.jpg,71.0
2024-11-01,00:20:07,B0BS37DHM3,33,https://images.amazon.com/images/P/B0BS37DHM3.jpg,37.0
2024-11-02,20:08:10,B0BS37DHM3,36,https://images.amazon.com/images/P/B0BS37DHM3.jpg,63.0
2023-10-08,07:10:15,B0BWTXDDQV,39,https://images.amazon.com/images/P/B0BWTXDDQV.jpg,35.0
2025-04-24,21:02:29,B0CKCRZXGV,18,https://images.amazon.com/images/P/B0CKCRZXGV.jpg,76.0
2025-04-25,09:12:03,B0CKCRZXGV,56,https://images.amazon.com/images/P/B0CKCRZXGV.jpg,145.0
2025-04-27,07:09:25,B0CKCRZXGV,15,https://images.amazon.com/images/P/B0CKCRZXGV.jpg,30.0
2025-04-28,21:22:53,B0CKCRZXGV,29,https://images.amazon.com/images/P/B0CKCRZXGV.jpg,110.0
2025-03-13,20:57:35,B0DZD18WRP,44,https://images.amazon.com/images/P/B0DZD18WRP.jpg,47.0
2025-03-14,22:17:07,B0DZD18WRP,50,https://images.amazon.com/images/P/B0DZD18WRP.jpg,47.0
2025-03-15,14:58:22,B0DZD18WRP,101,https://images.amazon.com/images/P/B0DZD18WRP.jpg,105.0
2025-03-16,22:25:10,B0DZD18WRP,44,https://images.amazon.com/images/P/B0DZD18WRP.jpg,41.0
2025-03-17,21:50:43,B0DZD18WRP,51,https://images.amazon.com/images/P/B0DZD18WRP.jpg,58.0
2025-03-18,22:42:22,B0DZD18WRP,43,https://images.amazon.com/images/P/B0DZD18WRP.jpg,37.0
2025-03-19,21:25:47,B0DZD18WRP,61,https://images.amazon.com/images/P/B0DZD18WRP.jpg,74.0
2025-03-20,11:20:25,B0DZD18WRP,71,https://images.amazon.com/images/P/B0DZD18WRP.jpg,91.0
2025-03-21,23:41:11,B0DZD18WRP,21,https://images.amazon.com/images/P/B0DZD18WRP.jpg,22.0
2025-03-22,18:46:10,B0DZD18WRP,33,https://images.amazon.com/images/P/B0DZD18WRP.jpg,28.0
2025-03-23,22:14:58,B0DZD18WRP,43,https://images.amazon.com/images/P/B0DZD18WRP.jpg,50.0
2025-03-24,22:14:37,B0DZD18WRP,19,https://images.amazon.com/images/P/B0DZD18WRP.jpg,17.0
2025-03-25,23:00:34,B0DZD18WRP,77,https://images.amazon.com/images/P/B0DZD18WRP.jpg,73.0
